TOT_POP,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,Black-alone pop,Native American/American Indian-alone pop,Asian-alone pop,Hawaiian/Pacific Islander-alone pop,Two or more races pop,Urban_rural_code,R_birth_2018,R_death_2018,POVALL_2018,MEDHHINC_2018,Employed_2018,Unemployed_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Total Hospitals (2019),anycondition_number,Heart disease_number,COPD_number,diabetes_number,CKD_number,Obesity_number
29423,4166,4030,3345,3166,3425,3843,3597,2433,1418,25450,3057,142,182,6,586,5,13.1,15.1,7462,37331,11436,666,68.6,273.1,236.3,0.585919224,11820,2349,2947,3437,899,8627
103670,12832,13129,12291,12399,11947,15698,13206,8002,4166,100110,1032,420,557,69,1482,2,11.7,10.1,9383,58738,50683,1604,108.0,273.1,236.3,2.064447742,38545,6130,7300,8774,2379,29224
14705,1565,1762,1553,1550,1579,2164,2158,1440,934,14302,80,48,70,5,200,6,10.5,13.8,1697,52282,7527,225,96.1,273.1,236.3,0.292830173,5505,1056,1184,1457,391,3830
6628,951,830,751,755,705,872,801,531,432,6429,42,28,35,0,94,6,12.9,13.4,1007,43731,3497,87,80.4,273.1,236.3,0.13198765,2376,464,521,634,173,1671
291923,34428,35870,52722,37251,32345,34390,31598,20625,12694,264072,9949,2261,6594,361,8686,3,12.0,9.3,43423,44799,144715,3787,82.3,273.1,236.3,5.813251455,101976,16398,19462,25867,6728,74602
9914,1368,1271,1184,1083,958,1256,1235,920,639,9525,96,51,99,4,139,6,13.8,13.3,1583,40315,4372,164,74.1,273.1,236.3,0.197423892,3571,696,778,942,261,2495
8414,1075,1144,812,914,852,1094,1153,788,582,8148,51,52,33,10,120,6,12.3,14.2,1277,40639,3710,118,74.7,273.1,236.3,0.167553422,3465,676,758,956,247,2475
21792,2659,2592,2285,2466,2368,3076,3028,2179,1139,20813,293,160,86,20,420,6,11.7,14.0,3606,44978,9446,349,82.7,273.1,236.3,0.433958187,8950,1704,1954,2383,626,6102
9509,853,944,673,775,880,1404,1778,1526,676,9135,61,107,19,10,177,6,10.8,15.0,1677,35025,3676,158,64.4,273.1,236.3,0.189358865,4323,1010,1086,1337,354,2969
4404,484,493,389,434,509,654,665,435,341,4264,17,51,16,1,55,6,11.1,15.4,572,47191,2581,63,86.7,273.1,236.3,0.0876997,1731,350,377,478,128,1243
10137,1215,1424,1346,1168,1007,1313,1353,791,520,9279,514,78,37,10,219,6,11.0,6.8,1233,45767,4832,141,84.1,273.1,236.3,0.201864636,3700,675,761,958,259,2691
40076,5213,5226,4721,4583,4646,5164,5022,3488,2013,38449,219,306,304,26,772,5,11.5,12.6,8371,36762,15653,580,67.6,273.1,236.3,0.798059301,15186,2994,3591,4266,1126,10901
10177,1082,1250,1035,1120,1238,1490,1479,941,542,9749,157,76,15,0,180,6,9.8,16.5,1966,37755,3353,191,69.4,273.1,236.3,0.202661181,4351,840,996,1164,304,3218
700307,92110,88182,99845,99685,82350,90455,77909,43858,25913,491222,166975,4215,13608,2120,22167,1,13.2,9.6,89787,55864,349588,13558,102.7,273.1,236.3,13.9456661,235337,36009,41587,62470,16187,186829
120636,16614,16556,16860,15947,14356,14396,13027,8135,4745,109483,2840,2217,1541,620,3935,4,13.5,9.8,19498,46596,55069,1555,85.6,273.1,236.3,2.40230267,41462,6897,8401,10324,2776,32674
224347,27650,29055,26174,30076,28986,33378,27478,15006,6544,215517,2591,780,1761,78,3620,2,11.3,9.7,19327,65150,112580,3620,119.7,273.1,236.3,4.467566872,80437,12262,15022,18248,4742,56026
53652,6535,7510,12551,6553,5102,5867,4937,2966,1631,47962,2691,343,960,178,1518,5,12.8,7.1,7032,52151,21933,844,95.8,273.1,236.3,1.068406967,16901,2509,2970,3723,1030,13931
3947,478,536,401,381,420,561,530,413,227,3840,21,17,14,0,55,6,11.6,11.4,640,39309,1868,54,72.2,273.1,236.3,0.078599163,1445,299,339,409,110,1021
35713,4808,4773,4078,4206,4222,4932,4276,2902,1516,34115,331,271,233,31,732,5,13.9,10.2,5403,44562,16165,620,81.9,273.1,236.3,0.711176061,13298,2421,2948,3455,916,9410
32598,3938,4280,3703,3727,3902,4610,4076,2661,1701,30726,722,214,165,61,710,2,10.9,10.8,3516,53389,16446,545,98.1,273.1,236.3,0.649145052,12315,2098,2398,3060,799,8794
38359,5147,5430,4238,4436,4531,5122,4470,3058,1927,36672,228,442,212,39,766,6,13.4,11.3,5831,45074,17548,552,82.8,273.1,236.3,0.76386757,13883,2677,3182,3769,1007,10071
9855,1140,1409,1379,1081,1023,1330,1168,824,501,9272,311,49,45,8,170,5,10.9,10.6,1405,48179,4954,145,88.5,273.1,236.3,0.196248987,3756,657,766,933,247,2804
57686,7972,7931,7482,7625,6950,8207,6497,3389,1633,54891,1150,234,323,33,1055,2,13.0,8.0,6055,62238,26463,904,114.4,273.1,236.3,1.148738617,19641,3125,3918,4652,1217,15404
12037,1447,1644,1341,1263,1304,1635,1641,1089,673,11667,102,40,37,7,184,6,10.2,12.8,1976,44992,4892,241,82.7,273.1,236.3,0.239700564,4439,841,972,1169,315,3101
15146,1708,1734,1943,2050,1963,1915,1709,1245,879,14155,575,76,110,3,227,6,10.3,12.3,2045,48749,7313,187,89.6,273.1,236.3,0.301612091,5454,999,1202,1432,389,4037
23078,3254,3274,2702,2747,2849,3256,2628,1637,731,20087,515,717,346,585,828,3,15.5,9.6,4083,40204,10188,319,73.9,273.1,236.3,0.459567136,8749,1622,2021,2390,616,6491
15153,1800,1973,1559,1594,1718,1997,2053,1536,923,14367,367,59,69,10,281,6,10.3,11.0,2064,45440,7436,225,83.5,273.1,236.3,0.301751487,5999,1141,1285,1590,420,4253
12188,1532,1542,1390,1357,1481,1678,1578,1047,583,11755,73,66,122,6,166,6,11.9,15.2,1982,40191,5270,194,73.9,273.1,236.3,0.242707525,4492,864,1021,1219,322,3344
8769,869,1090,931,941,1030,1366,1247,836,459,8452,61,69,36,2,149,6,7.4,11.1,1205,46371,3746,128,85.2,273.1,236.3,0.174622767,3401,665,769,925,245,2488
28592,3625,3795,3683,3412,3291,3693,3548,2131,1414,26222,1381,70,214,26,679,5,11.9,10.3,3686,49393,14003,447,90.8,273.1,236.3,0.569370983,9727,1878,2168,2647,717,7680
3641,454,496,375,354,381,483,539,309,250,3520,16,20,30,1,54,6,13.9,9.0,439,46014,1850,60,84.6,273.1,236.3,0.072505587,1342,260,285,355,95,932
25336,3175,3300,2823,3029,2893,3469,3378,2125,1144,24410,176,162,107,52,429,6,12.1,10.4,4204,47225,11669,443,86.8,273.1,236.3,0.50453215,9403,1805,2103,2465,666,6796
13336,1496,1569,1797,1738,1781,1806,1500,1101,548,9770,3291,53,40,2,180,6,9.9,14.2,3069,34735,5710,227,63.8,273.1,236.3,0.265568391,5808,1093,1356,1686,429,4213
16121,2132,2157,2020,2226,2104,2040,1675,1106,661,15105,647,65,69,11,224,4,12.0,10.2,1723,57047,7007,216,104.8,273.1,236.3,0.321027897,5649,928,1122,1340,357,4363
8664,1019,1054,806,897,935,1231,1314,891,517,8161,239,52,36,2,174,6,11.9,10.9,1158,46216,3819,141,84.9,273.1,236.3,0.172531834,3468,682,770,942,250,2525
11534,1294,1467,1187,1252,1312,1716,1607,1011,688,11025,208,33,64,4,200,6,10.1,12.8,1591,48951,5529,164,90.0,273.1,236.3,0.229684,4409,913,1061,1247,334,3061
20358,2548,2510,2006,2013,2009,2845,3138,2218,1071,19529,180,172,99,9,369,6,12.3,14.3,3250,45276,7606,339,83.2,273.1,236.3,0.405402017,8159,1804,2118,2431,652,5684
17296,2150,2182,1952,1943,2081,2442,2273,1467,806,14091,2738,48,66,10,343,6,12.3,13.3,3089,38093,7662,384,70.0,273.1,236.3,0.344426431,7417,1383,1718,2155,533,4890
58266,7324,7916,6882,6748,6852,8030,7202,4850,2462,52684,590,1510,880,614,1988,4,11.6,10.2,9144,49220,26411,821,90.5,273.1,236.3,1.160288532,21236,3785,4349,5485,1447,15609
22304,1973,3476,5804,2232,1916,2356,2120,1410,1017,20964,668,89,329,4,250,5,10.6,7.6,3715,46698,10338,312,85.8,273.1,236.3,0.444153974,7253,1233,1476,1739,498,5987
10541,1287,1287,1031,1007,1109,1561,1528,1149,582,10065,45,155,35,9,232,6,10.3,13.6,2468,32720,3800,136,60.1,273.1,236.3,0.209909749,4336,953,1105,1325,345,2882
13714,1648,1911,1601,1544,1688,2012,1642,1040,628,13451,57,54,30,11,111,4,13.4,8.9,1222,58855,6827,169,108.2,273.1,236.3,0.273095749,4550,801,924,1142,304,3311
9017,832,998,722,777,904,1319,1660,1204,601,8698,19,97,17,0,186,6,8.6,15.0,1962,34367,3282,179,63.2,273.1,236.3,0.179561351,4253,986,1095,1309,346,2959
16272,2334,2227,1945,1828,1895,2161,1986,1214,682,11524,4244,81,75,12,336,6,14.9,14.1,4664,31831,5997,352,58.5,273.1,236.3,0.324034857,6963,1217,1557,1985,497,4884
19150,2297,2577,2286,2168,2355,2698,2468,1401,900,18573,126,111,113,22,205,6,11.2,12.0,2040,53871,9935,238,99.0,273.1,236.3,0.381346332,6908,1206,1463,1722,458,5050
42542,5697,5810,5426,5487,4702,5548,4982,2897,1993,39314,1401,327,373,139,988,5,12.3,9.5,6885,45254,19859,857,83.2,273.1,236.3,0.847166353,15060,2733,3191,3932,1054,11451
44732,5014,6384,8143,5093,4605,5470,4902,3210,1911,40524,993,376,1747,43,1049,5,10.7,9.6,7517,43079,19056,606,79.2,273.1,236.3,0.890777239,15048,2718,3138,3834,1066,11968
18504,2283,2120,2526,2413,2285,2467,2163,1458,789,16651,1457,44,57,4,291,6,11.6,10.4,2557,43591,7397,277,80.1,273.1,236.3,0.368482117,6917,1219,1438,1765,461,5094
102985,13337,13491,12916,14460,13899,13697,11375,6608,3202,88618,7599,578,3029,508,2653,2,12.4,6.6,5925,82567,56330,1482,151.7,273.1,236.3,2.050806894,28000,4453,4922,7217,1916,23938
32201,3895,4719,4768,3471,3533,4118,3643,2593,1461,30821,311,236,274,15,544,3,11.8,12.9,4965,45336,13806,523,83.3,273.1,236.3,0.641239334,11737,2086,2456,2940,796,8501
52014,6730,8822,12256,7946,5089,4532,3461,2088,1090,40510,6493,615,1623,375,2398,5,14.3,5.5,6350,52532,14103,526,96.5,273.1,236.3,1.035788414,16081,1936,2469,3229,864,13615
4757,571,588,455,475,491,656,688,513,320,4656,9,10,26,1,55,6,11.9,11.7,675,40866,2356,84,75.1,273.1,236.3,0.094729217,1808,393,423,529,143,1362
10212,1062,1293,988,1088,1261,1530,1540,1015,435,9861,147,24,23,14,143,5,9.1,7.6,923,57549,5460,158,105.8,273.1,236.3,0.203358159,3857,732,837,1011,268,2788
24763,2904,3029,3468,3261,3205,3284,2788,1779,1045,22430,1379,137,197,6,614,5,11.6,9.7,3960,44975,9863,394,82.7,273.1,236.3,0.493121631,9087,1577,1903,2271,611,7405
22883,2671,2950,2581,2570,2753,3423,3018,1935,982,21912,339,145,85,25,377,2,10.8,12.4,2220,58693,10651,397,107.9,273.1,236.3,0.455683975,8830,1480,1791,2184,563,6333
6254,600,747,605,667,726,956,910,646,397,5930,65,69,12,1,177,6,6.9,13.6,1240,36592,2945,94,67.2,273.1,236.3,0.124539946,2637,551,640,736,197,1807
13401,1746,1592,1423,1492,1596,1854,1817,1223,658,12901,81,131,46,4,238,6,11.6,16.2,3116,32802,4862,267,60.3,273.1,236.3,0.266862778,5771,1164,1419,1610,423,3872
399182,49218,53084,48605,55760,50781,55649,45344,26420,14321,358794,20376,975,10773,246,8018,2,11.1,7.2,22272,82048,216310,5637,150.8,273.1,236.3,7.949169274,130626,18102,20338,28790,7497,103296
9395,1004,1036,861,898,989,1333,1451,1132,691,9038,64,82,26,2,183,6,12.2,16.2,1669,37013,3616,165,68.0,273.1,236.3,0.18708871,4117,862,940,1136,307,2811
17888,2038,2203,1994,1964,2005,2742,2605,1459,878,17270,152,58,54,141,213,6,10.2,10.9,1720,59043,8938,257,108.5,273.1,236.3,0.35621531,6555,1240,1421,1718,461,4693
66692,7392,8041,9166,9368,8830,8852,7524,4848,2671,62055,3134,293,268,39,903,5,10.2,11.8,11341,45584,25535,969,83.8,273.1,236.3,1.328080919,27758,4356,5296,6253,1641,20773
996945,118621,124831,126172,126009,116244,135937,125657,74880,48594,679494,247870,2143,45149,221,22068,2,11.3,10.1,102720,66992,509324,15801,123.1,273.1,236.3,19.8528104,316527,52875,52225,81047,22399,232448
22895,2769,3198,3075,2669,2543,2933,2751,1826,1131,20377,1242,211,207,264,594,5,9.7,10.5,3188,43776,10406,326,80.5,273.1,236.3,0.455922939,8920,1532,1801,2274,599,6541
4599,662,600,570,445,499,612,551,409,251,4514,6,15,14,0,50,5,15.8,9.0,764,39463,1895,82,72.5,273.1,236.3,0.091582861,1697,334,391,453,122,1281
4966,838,740,599,516,496,599,533,379,266,4875,5,17,10,0,59,6,18.9,8.7,685,42053,2312,68,77.3,273.1,236.3,0.098891169,1766,352,437,474,130,1188
38458,5094,4920,4790,4562,4513,5178,4669,3060,1672,32740,4645,151,168,12,742,5,12.0,12.0,7210,44261,19333,684,81.3,273.1,236.3,0.765839021,15184,2641,3157,3812,1019,11419
8189,912,1010,843,838,852,1264,1191,864,415,7811,43,103,23,6,203,6,10.7,10.6,1829,32715,3079,162,60.1,273.1,236.3,0.163072852,3388,757,908,1029,274,2386
6050,777,807,595,722,615,816,826,527,365,5852,54,31,13,0,100,6,12.6,8.8,834,44564,2926,92,81.9,273.1,236.3,0.120477562,2193,435,491,606,161,1585
29206,3345,3684,3398,3431,3597,3897,3714,2563,1577,28248,371,150,88,9,340,6,10.0,13.2,4238,40808,12509,581,75.0,273.1,236.3,0.581597962,12121,2195,2585,3203,803,8822
31749,2634,3130,2576,2603,3233,4674,6257,4695,1947,30674,129,270,123,54,499,5,7.6,12.4,4204,46026,13119,644,84.6,273.1,236.3,0.632238366,12808,2984,3209,3987,1081,8918
6221,792,754,688,631,800,906,784,548,318,5802,227,64,34,35,59,6,13.4,11.0,935,41978,2723,88,77.1,273.1,236.3,0.123882795,2511,462,525,679,174,1785
55852,6348,6956,7167,6142,6200,7204,7538,5551,2746,52417,931,576,626,61,1241,5,11.7,9.6,8367,40887,25433,1395,75.1,273.1,236.3,1.11221699,21228,4138,4663,5889,1552,14987
25571,2897,3049,2944,2998,2896,3598,3414,2343,1432,23756,949,230,91,17,528,6,11.0,10.7,5806,34824,8673,370,64.0,273.1,236.3,0.509211857,11141,2153,2507,2989,795,8619
20528,2502,2983,2341,2210,2289,2798,2640,1701,1064,19615,203,167,135,12,396,6,10.9,10.6,3387,42552,9256,301,78.2,273.1,236.3,0.408787337,7718,1444,1683,2016,543,5600
34711,4446,4527,3929,4044,3968,5196,4401,2835,1365,32821,807,209,158,15,701,2,12.1,9.1,3606,62056,17067,493,114.0,273.1,236.3,0.691222587,12666,2199,2570,3227,829,8942
24943,3019,3195,2877,3003,3311,3582,3179,1901,876,23746,614,121,72,8,382,6,11.3,11.2,5145,38591,9752,453,70.9,273.1,236.3,0.496706087,10112,1836,2322,2639,682,7067
13122,1477,1453,1230,1350,1413,2072,1953,1461,713,12619,111,70,37,5,280,6,10.5,15.5,3018,33703,5064,258,61.9,273.1,236.3,0.261306871,5701,1266,1532,1725,455,3846
39109,5809,5730,4568,4779,4741,5088,4266,2746,1382,37464,417,312,151,13,752,3,14.9,9.8,5384,51141,16391,525,94.0,273.1,236.3,0.778802805,13833,2450,3014,3530,930,10411
2040,227,232,203,202,188,306,309,202,171,1990,20,7,4,0,19,6,11.2,10.8,279,43119,1159,34,79.2,273.1,236.3,0.040623839,776,166,179,219,61,526
18378,2530,2567,1940,1987,1965,2478,2362,1642,907,17778,104,130,75,15,276,6,14.2,12.1,4330,35293,7118,307,64.9,273.1,236.3,0.365972997,7117,1549,1886,2121,565,5320
302838,34698,29933,53269,50603,34726,38255,34971,16466,9917,144301,139095,935,10652,146,7709,1,13.3,10.6,66858,43263,147800,5878,79.5,273.1,236.3,6.030608907,118019,16912,19608,32940,8129,92728
9404,859,1179,1516,944,924,1154,1381,962,485,8902,36,181,45,31,209,6,8.7,10.0,1236,47674,4885,158,86.3,247.1,236.2,0.4957371,2808,587,513,788,242,2066
13338,2510,2302,1665,1592,1286,1532,1376,729,346,3953,55,8808,70,3,449,6,17.9,11.4,3375,40425,4609,489,73.2,247.1,236.2,0.703120102,4420,822,866,1437,360,3366
6807,1136,1073,829,814,686,847,709,449,264,3156,26,3409,19,1,196,6,14.6,9.0,1393,39237,2193,98,71.0,247.1,236.2,0.358834798,2181,449,456,719,195,1658
6085,622,701,556,618,690,936,1030,650,282,5815,33,102,18,8,109,6,9.3,9.0,617,52840,2524,104,95.6,247.1,236.2,0.320774166,1762,394,362,539,159,1452
10714,904,1164,817,1138,1229,1644,2007,1208,603,10303,67,137,35,7,165,4,7.0,8.0,1247,53661,5294,193,97.1,247.1,236.2,0.56479448,3148,707,636,964,290,2353
1238,167,104,121,143,86,180,216,123,98,1202,4,11,1,0,20,6,14.6,10.6,167,47985,655,17,86.9,247.1,236.2,0.06526186,393,90,80,117,36,286
81643,10536,9477,12218,10372,8241,10266,10147,6425,3961,72157,1323,4032,784,103,3244,4,13.1,10.3,10607,50054,36486,1362,90.6,247.1,236.2,4.303856237,28704,4574,4546,6719,1920,23568
5745,614,854,612,674,619,734,878,464,296,4510,12,1096,26,6,95,6,9.4,10.8,1060,44645,2406,75,80.8,247.1,236.2,0.302850876,2065,390,366,562,159,1485
11586,1360,1409,1343,1467,1260,1590,1599,923,635,10932,57,273,78,9,237,6,11.8,12.2,1398,50525,5880,188,91.5,247.1,236.2,0.610762446,3341,672,633,950,278,2515
1747,207,190,152,194,164,214,295,166,165,1640,10,51,5,0,41,6,8.6,9.2,171,44659,862,19,80.8,247.1,236.2,0.092094078,535,120,102,155,48,404
8680,1046,1101,1022,1027,958,1143,1242,641,500,8189,41,208,58,3,181,6,10.0,10.0,934,56167,4513,126,101.7,247.1,236.2,0.457571037,3086,490,456,667,201,2521
9131,670,861,1105,990,1140,1399,1577,914,475,8433,41,359,43,8,247,6,8.1,12.3,1346,45641,4960,183,82.6,247.1,236.2,0.481345753,3271,736,732,1025,294,2393
2920,436,413,302,351,325,357,403,195,138,2815,9,26,20,5,45,6,13.2,8.4,266,62029,1672,32,112.3,247.1,236.2,0.153929427,847,151,145,212,62,694
11113,1277,1259,1065,1237,1201,1476,1750,1180,668,10652,32,188,31,0,210,6,10.8,12.7,1313,49147,5564,215,89.0,247.1,236.2,0.585827987,3311,750,666,1008,301,2604
102106,12221,12140,11165,12806,12072,13547,15479,8655,4021,97031,302,1385,861,83,2444,5,11.3,8.7,11288,54382,45504,2289,98.4,247.1,236.2,5.382574684,28882,5934,5474,7720,2421,21899
111876,12796,13703,23619,16589,12987,11868,11578,5959,2777,106028,506,1155,1810,95,2282,5,11.6,5.2,9721,67569,64755,1674,122.3,247.1,236.2,5.897605678,22956,4209,4082,6052,1955,20395
1268,159,142,127,160,133,144,207,134,62,1246,5,7,1,0,9,6,13.3,8.6,207,44580,718,20,80.7,247.1,236.2,0.066843327,421,82,76,111,32,338
13747,2473,2191,1821,1752,1396,1682,1362,705,365,4334,45,8886,58,4,420,6,16.8,13.1,3629,37719,5268,445,68.3,247.1,236.2,0.724680765,4852,919,995,1538,398,3660
826,89,108,67,84,72,117,152,85,52,769,7,14,5,0,31,4,12.2,2.4,150,38782,352,17,70.2,247.1,236.2,0.04354305,273,59,52,80,23,205
3378,255,313,277,301,329,528,688,481,206,3250,19,26,15,1,67,6,5.3,8.9,449,48410,1585,90,87.6,247.1,236.2,0.178073152,1153,264,229,351,103,890
16347,2715,2283,2244,2057,1651,1819,1945,1019,614,11646,84,3972,83,8,554,6,18.3,9.1,2151,50136,7339,274,90.7,247.1,236.2,0.861741214,5788,920,922,1330,388,4506
12097,1202,1520,997,1249,1476,1882,2216,1177,378,11495,50,220,61,11,260,5,7.7,9.7,922,68381,5414,216,123.8,247.1,236.2,0.637700096,3588,698,642,1008,291,2793
1952,192,211,152,179,191,329,334,246,118,1913,1,19,3,0,16,6,6.7,5.1,260,50197,889,31,90.9,247.1,236.2,0.102900768,667,145,124,195,57,510
30250,3791,3989,3179,3206,3077,3913,4610,3069,1416,20308,170,7418,155,31,2168,6,11.9,10.9,5442,44833,12572,563,81.1,247.1,236.2,1.594645606,9719,2105,2003,3089,893,7814
68700,8095,8270,7951,8921,7800,9505,10047,5359,2752,64500,329,1552,526,56,1737,5,11.5,9.3,7061,63860,34277,1178,115.6,247.1,236.2,3.62155878,19433,3590,3369,5299,1531,14291
2430,285,280,289,293,243,326,347,194,173,2352,11,20,4,1,42,6,10.3,7.4,443,42742,940,24,77.4,247.1,236.2,0.128098804,788,172,173,227,69,607
19794,1833,2122,1444,1797,2009,2916,3949,2629,1095,18867,89,250,75,26,487,6,8.4,12.8,3964,40602,7465,595,73.5,247.1,236.2,1.043451739,7159,1721,1608,2318,670,4985
1675,182,187,167,165,160,230,286,178,120,1599,11,22,7,0,36,6,11.8,10.1,235,43650,962,18,79.0,247.1,236.2,0.088298558,528,115,102,151,45,411
8768,747,753,835,1065,857,1193,1748,1112,458,8435,39,67,57,1,169,6,7.8,9.1,801,53031,4329,159,96.0,247.1,236.2,0.462210006,2573,612,528,825,246,2057
1866,210,180,149,169,188,225,374,246,125,1803,9,14,8,0,32,6,7.5,10.2,285,44572,918,37,80.7,247.1,236.2,0.09836723,618,152,132,200,59,471
4316,401,445,328,410,407,652,857,563,253,4062,22,85,29,0,118,6,9.1,9.6,601,43458,1595,123,78.7,247.1,236.2,0.227520345,1571,383,353,513,148,1145
118791,12235,13975,22780,16929,13392,13577,14026,8141,3736,109055,577,3149,2266,124,3620,4,9.9,7.4,14719,56207,60969,2100,101.7,247.1,236.2,6.262133756,26831,5548,5228,7922,2446,21514
4651,434,525,385,426,501,684,936,510,250,4327,36,92,87,2,107,6,8.2,13.6,691,43371,2170,97,78.5,247.1,236.2,0.245180057,1736,407,389,550,156,1329
16736,1576,1659,1584,2074,2111,2495,2807,1656,774,16034,63,192,76,8,363,6,9.1,9.5,1744,61044,8484,338,110.5,247.1,236.2,0.882247565,4616,1030,935,1409,427,3393
513,50,55,44,47,51,84,85,62,35,491,0,5,0,0,17,6,3.9,2.0,83,41009,275,12,74.2,247.1,236.2,0.027043081,166,36,30,48,14,121
4074,552,496,399,394,368,634,605,360,266,3482,10,383,11,1,187,6,12.9,9.3,608,44730,1831,87,81.0,247.1,236.2,0.21476318,1347,296,276,398,118,1037
5972,819,766,674,666,594,793,814,478,368,4901,20,856,23,5,167,6,14.4,10.0,1028,42890,2602,110,77.6,247.1,236.2,0.314817308,1822,396,370,562,162,1385
1716,142,182,180,150,158,274,321,183,126,1631,3,32,2,0,48,6,11.0,9.2,205,47378,943,28,85.8,247.1,236.2,0.090459896,533,131,115,171,52,407
6968,556,583,921,919,949,1099,1003,616,322,6348,81,376,31,4,128,6,7.7,10.5,950,48966,2761,119,88.6,247.1,236.2,0.367322003,2411,481,453,674,189,1886
1087,104,99,84,95,122,128,219,150,86,1026,2,12,8,0,39,6,7.3,10.0,144,42754,474,18,77.4,247.1,236.2,0.057301811,354,88,76,115,34,261
43172,4182,4940,3821,4440,4765,6081,7505,5142,2296,41322,176,524,259,43,848,6,8.8,10.9,6628,50055,19078,835,90.6,247.1,236.2,2.275836036,13766,3132,2853,4209,1257,10303
10913,1532,1456,1357,1431,1273,1457,1323,711,373,10234,62,262,55,7,293,6,12.6,7.7,950,67242,5709,180,121.7,247.1,236.2,0.575284876,3441,514,507,766,215,2855
11059,2193,1805,1432,1404,1071,1236,1130,484,304,3841,39,6702,64,1,412,6,19.9,13.8,2763,40179,4257,204,72.7,247.1,236.2,0.582981347,3739,645,723,1099,285,2846
9063,1474,1382,1069,971,966,1136,1155,605,305,5117,40,3524,100,4,278,6,16.3,11.1,1523,57674,3687,206,104.4,247.1,236.2,0.477761095,2879,541,540,808,226,2073
11844,1102,1199,850,994,1145,1626,2526,1691,711,10947,34,492,56,6,309,6,9.3,11.8,1871,39861,4461,304,72.1,247.1,236.2,0.62436306,4175,1139,1055,1515,436,2833
3424,390,364,321,449,342,461,580,282,235,3168,18,77,17,0,144,6,11.0,11.8,366,51690,1727,42,93.6,247.1,236.2,0.180498068,1103,222,197,299,90,870
34993,3992,3989,5490,4025,3665,4611,4762,2827,1632,32791,266,809,295,35,797,5,11.1,11.8,5697,47302,16546,692,85.6,247.1,236.2,1.844675493,11224,2177,2108,3133,895,8595
9534,957,1305,801,917,1133,1403,1658,963,397,9107,32,116,87,3,189,6,8.3,8.7,766,66226,4764,168,119.9,247.1,236.2,0.502590122,3208,580,524,812,231,2387
3710,353,470,357,338,407,489,599,433,264,3545,15,42,21,1,86,6,8.9,7.6,364,52747,1718,54,95.5,247.1,236.2,0.195574717,1154,253,217,335,100,857
6162,834,793,594,665,609,847,820,578,422,5823,15,106,67,1,150,6,13.0,8.8,941,48368,2611,91,87.5,247.1,236.2,0.324833264,1820,403,370,538,163,1352
4853,583,497,600,641,570,715,651,345,251,4354,53,258,35,4,149,6,11.9,7.8,640,46326,2064,56,83.9,247.1,236.2,0.255828599,1583,325,324,448,130,1268
679,96,54,54,76,39,94,125,88,53,632,0,23,6,0,18,6,14.8,7.4,77,50774,327,10,91.9,247.1,236.2,0.035793863,227,54,47,72,21,167
7437,896,950,736,787,764,999,1129,641,535,6438,37,692,76,4,190,6,11.4,8.3,1007,48390,4003,126,87.6,247.1,236.2,0.392045599,2419,493,445,703,200,1921
2236,297,351,210,187,250,219,359,231,132,2041,10,115,11,0,59,6,11.3,10.9,411,38449,743,39,69.6,247.1,236.2,0.117871986,696,169,165,223,66,528
1034,129,117,90,117,94,152,169,94,72,1002,0,12,6,2,12,6,9.8,9.8,121,49532,448,16,89.7,247.1,236.2,0.054507886,350,79,74,106,31,259
160137,20594,20368,20666,21831,18692,20273,19490,11428,6795,145178,1203,7759,1202,137,4658,4,12.0,9.4,17150,59975,78554,2715,108.6,247.1,236.2,8.441711185,46550,7913,7779,11288,3420,35650
31511,4120,4447,4298,3498,3360,3964,3933,2366,1525,29828,411,413,420,33,406,5,12.8,9.8,3558,55167,16072,475,92.4,239.2,214.5,1.518981811,11001,1766,1659,2517,723,9236
6336,856,788,606,658,592,863,907,613,453,6199,24,33,31,0,49,6,14.3,10.4,788,55371,3489,85,92.7,239.2,214.5,0.305425685,2251,429,400,584,168,1800
